FIPS,County,Year,Population,Primary Point
19143,Osceola County,April 01 2000,7003,POINT (-95.6236852 43.3785704)
19125,Marion County,July 01 2017,33091,POINT (-93.0994367 41.3344515)
19085,Harrison County,July 01 2018,14105,POINT (-95.8169209 41.6828528)
19011,Benton County,April 01 2010,26076,POINT (-92.0656912 42.0801864)
19119,Lyon County,April 01 2010,11581,POINT (-96.2102924 43.380497)
19019,Buchanan County,July 01 1994,21091,POINT (-91.8378392 42.4707777)
19051,Davis County,July 01 2017,8969,POINT (-92.4097173 40.7476891)
19177,Van Buren County,April 01 1990,7676,POINT (-91.9499871 40.7532294)
19167,Sioux County,April 01 1990,29903,POINT (-96.1778827 43.0826174)
19129,Mills County,July 01 2008,15127,POINT (-95.62132670000001 41.0334523)
19187,Webster County,July 01 2016,36781,POINT (-94.18178810000002 42.4279662)
19071,Fremont County,July 01 2009,7345,POINT (-95.6046765 40.7455892)
19125,Marion County,July 01 2013,33014,POINT (-93.0994367 41.3344515)
19079,Hamilton County,July 01 1995,16233,POINT (-93.7068085 42.3837722)
19183,Washington County,July 01 2012,21903,POINT (-91.7178676 41.335591)
19165,Shelby County,July 01 2017,11574,POINT (-95.31021130000002 41.6850926)
19037,Chickasaw County,July 01 2002,12763,POINT (-92.3176637 43.06004140000001)
19051,Davis County,July 01 1994,8398,POINT (-92.4097173 40.7476891)
19187,Webster County,July 01 2001,40037,POINT (-94.18178810000002 42.4279662)
19011,Benton County,April 01 2000,25307,POINT (-92.0656912 42.0801864)
19071,Fremont County,July 01 2017,6930,POINT (-95.6046765 40.7455892)
19191,Winneshiek County,July 01 1997,21128,POINT (-91.8437074 43.2906746)
19053,Decatur County,July 01 2015,8137,POINT (-93.7862815 40.7376827)
19133,Monona County,April 01 2000,10020,POINT (-95.9599235 42.0516663)
19137,Montgomery County,July 01 2014,10384,POINT (-95.1563758 41.03014)
19187,Webster County,April 01 1990,40342,POINT (-94.18178810000002 42.4279662)
19127,Marshall County,July 01 1994,38094,POINT (-92.9987706 42.0358499)
19079,Hamilton County,July 01 2012,15321,POINT (-93.7068085 42.3837722)
19059,Dickinson County,July 01 1997,15783,POINT (-95.1508301 43.3779848)
19133,Monona County,July 01 1993,10045,POINT (-95.9599235 42.0516663)
19061,Dubuque County,July 01 2009,93072,POINT (-90.8824564 42.468832)
19083,Hardin County,July 01 2008,17377,POINT (-93.2404025 42.3838803)
19151,Pocahontas County,July 01 2001,8459,POINT (-94.67874660000001 42.73413510000001)
19193,Woodbury County,July 01 2012,102321,POINT (-96.0447673 42.3897169)
19091,Humboldt County,July 01 2007,9626,POINT (-94.2071868 42.7764686)
19071,Fremont County,July 01 1992,8194,POINT (-95.6046765 40.7455892)
19075,Grundy County,July 01 2001,12285,POINT (-92.7914177 42.4018651)
19081,Hancock County,July 01 1992,12496,POINT (-93.7342723 43.0818861)
19013,Black Hawk County,July 01 1995,127150,POINT (-92.3088197 42.4700957)
19035,Cherokee County,July 01 1994,13912,POINT (-95.6238055 42.7356226)
19019,Buchanan County,July 01 2017,21126,POINT (-91.8378392 42.4707777)
19183,Washington County,July 01 1996,20245,POINT (-91.7178676 41.335591)
19131,Mitchell County,July 01 2003,10826,POINT (-92.7890315 43.3564124)
19127,Marshall County,July 01 2009,39259,POINT (-92.9987706 42.0358499)
19015,Boone County,July 01 2012,26136,POINT (-93.931671 42.0365493)
19157,Poweshiek County,July 01 2007,18662,POINT (-92.53146840000001 41.6864422)
19145,Page County,July 01 2005,16002,POINT (-95.1501747 40.7391444)
19175,Union County,July 01 2015,12430,POINT (-94.2423792 41.0277304)
19027,Carroll County,July 01 2015,20423,POINT (-94.8605593 42.0362382)
19183,Washington County,July 01 2002,20982,POINT (-91.7178676 41.335591)
19053,Decatur County,July 01 2019,7870,POINT (-93.7862815 40.7376827)
19093,Ida County,July 01 2004,7295,POINT (-95.5134962 42.3868747)
19035,Cherokee County,July 01 2007,11684,POINT (-95.6238055 42.7356226)
19119,Lyon County,July 01 2001,11634,POINT (-96.2102924 43.380497)
19025,Calhoun County,April 01 2010,9670,POINT (-94.6404136 42.385184800000005)
19181,Warren County,July 01 2014,47827,POINT (-93.5613594 41.3343735)
19095,Iowa County,July 01 2011,16323,POINT (-92.065524 41.6863229)
19019,Buchanan County,July 01 2006,20875,POINT (-91.8378392 42.4707777)
19147,Palo Alto County,July 01 1992,10613,POINT (-94.6781371 43.0820643)
19105,Jones County,July 01 2009,20364,POINT (-91.1314352 42.1212397)
19113,Linn County,July 01 2002,195918,POINT (-91.5989646 42.0789478)
19095,Iowa County,July 01 1999,15463,POINT (-92.065524 41.6863229)
19145,Page County,July 01 2017,15213,POINT (-95.1501747 40.7391444)
19193,Woodbury County,July 01 2015,102492,POINT (-96.0447673 42.3897169)
19159,Ringgold County,July 01 2013,4971,POINT (-94.2439719 40.7352023)
19055,Delaware County,July 01 1992,18139,POINT (-91.3673502 42.471211)
19047,Crawford County,April 01 1990,16775,POINT (-95.3819678 42.0372125)
19015,Boone County,July 01 2007,26297,POINT (-93.931671 42.0365493)
19061,Dubuque County,July 01 2017,97066,POINT (-90.8824564 42.468832)
19155,Pottawattamie County,July 01 1995,83540,POINT (-95.5423935 41.3366123)
19089,Howard County,July 01 2014,9353,POINT (-92.3171989 43.3567673)
19193,Woodbury County,July 01 1992,99513,POINT (-96.0447673 42.3897169)
19081,Hancock County,July 01 2007,11310,POINT (-93.7342723 43.0818861)
19037,Chickasaw County,July 01 2017,12002,POINT (-92.3176637 43.06004140000001)
19091,Humboldt County,July 01 1992,10687,POINT (-94.2071868 42.7764686)
19055,Delaware County,July 01 2009,17205,POINT (-91.3673502 42.471211)
19181,Warren County,April 01 1990,36033,POINT (-93.5613594 41.3343735)
19081,Hancock County,July 01 2017,10756,POINT (-93.7342723 43.0818861)
19063,Emmet County,July 01 2008,10364,POINT (-94.6784803 43.37802250000001)
19085,Harrison County,July 01 2003,15544,POINT (-95.8169209 41.6828528)
19189,Winnebago County,July 01 2002,11329,POINT (-93.7341955 43.37756780000001)
19137,Montgomery County,July 01 2009,10796,POINT (-95.1563758 41.03014)
19171,Tama County,July 01 2018,16869,POINT (-92.5325425 42.07981170000001)
19181,Warren County,July 01 2011,46645,POINT (-93.5613594 41.3343735)
19055,Delaware County,July 01 2014,17395,POINT (-91.3673502 42.471211)
19109,Kossuth County,July 01 1997,17645,POINT (-94.2067199 43.20413)
19151,Pocahontas County,July 01 2004,7970,POINT (-94.67874660000001 42.73413510000001)
19019,Buchanan County,July 01 1999,21088,POINT (-91.8378392 42.4707777)
19003,Adams County,April 01 1990,4866,POINT (-94.6991849 41.02898390000001)
19115,Louisa County,July 01 1997,12087,POINT (-91.2596184 41.2185073)
19125,Marion County,July 01 1997,31280,POINT (-93.0994367 41.3344515)
19139,Muscatine County,April 01 2010,42745,POINT (-91.1127562 41.4839221)
19155,Pottawattamie County,July 01 2015,93563,POINT (-95.5423935 41.3366123)
19131,Mitchell County,July 01 2009,10781,POINT (-92.7890315 43.3564124)
19171,Tama County,July 01 1994,17728,POINT (-92.5325425 42.07981170000001)
19043,Clayton County,July 01 1991,19064,POINT (-91.34143280000002 42.8447493)
19087,Henry County,April 01 2000,20336,POINT (-91.5445241 40.9879383)
19189,Winnebago County,April 01 2000,11723,POINT (-93.7341955 43.37756780000001)
19189,Winnebago County,July 01 2017,10573,POINT (-93.7341955 43.37756780000001)
19147,Palo Alto County,July 01 2009,9279,POINT (-94.6781371 43.0820643)
19005,Allamakee County,July 01 1996,14484,POINT (-91.3780923 43.2842838)
19161,Sac County,July 01 1999,11852,POINT (-95.1053946 42.3862604)
19097,Jackson County,July 01 1999,20225,POINT (-90.5742294 42.1717426)
19009,Audubon County,July 01 2003,6438,POINT (-94.9058222 41.6845893)
19193,Woodbury County,July 01 2013,102284,POINT (-96.0447673 42.3897169)
19061,Dubuque County,July 01 1996,88938,POINT (-90.8824564 42.468832)
19135,Monroe County,July 01 1997,8129,POINT (-92.8689877 41.0297826)
19157,Poweshiek County,July 01 2002,18755,POINT (-92.53146840000001 41.6864422)
19101,Jefferson County,July 01 2003,15721,POINT (-91.9488774 41.0317596)
19029,Cass County,July 01 1994,15090,POINT (-94.9278266 41.3314876)
19077,Guthrie County,April 01 2000,11353,POINT (-94.501055 41.6837548)
19175,Union County,July 01 1991,12774,POINT (-94.2423792 41.0277304)
19139,Muscatine County,July 01 2008,42670,POINT (-91.1127562 41.4839221)
19089,Howard County,July 01 1991,9811,POINT (-92.3171989 43.3567673)
19041,Clay County,July 01 2006,16732,POINT (-95.1509194 43.0825804)
19111,Lee County,July 01 2005,36109,POINT (-91.479264 40.6419764)
19123,Mahaska County,July 01 2016,22186,POINT (-92.6409094 41.3352035)
19117,Lucas County,July 01 2019,8600,POINT (-93.3277207 41.0293738)
19033,Cerro Gordo County,July 01 1995,46945,POINT (-93.2608184 43.081557700000005)
19193,Woodbury County,July 01 2001,103311,POINT (-96.0447673 42.3897169)
19015,Boone County,July 01 2002,26032,POINT (-93.931671 42.0365493)
19157,Poweshiek County,July 01 1998,18989,POINT (-92.53146840000001 41.6864422)
19091,Humboldt County,July 01 2015,9556,POINT (-94.2071868 42.7764686)
19115,Louisa County,July 01 2017,11195,POINT (-91.2596184 41.2185073)
19023,Butler County,July 01 1998,15501,POINT (-92.7901934 42.7315661)
19159,Ringgold County,July 01 2011,5049,POINT (-94.2439719 40.7352023)
19089,Howard County,April 01 2010,9566,POINT (-92.3171989 43.3567673)
19165,Shelby County,July 01 1991,13235,POINT (-95.31021130000002 41.6850926)
19029,Cass County,July 01 1999,14794,POINT (-94.9278266 41.3314876)
19177,Van Buren County,July 01 2003,7671,POINT (-91.9499871 40.7532294)
19045,Clinton County,July 01 1998,50635,POINT (-90.5319724 41.8980358)
19049,Dallas County,July 01 2013,74949,POINT (-94.0397374 41.6848862)
19181,Warren County,July 01 2005,42923,POINT (-93.5613594 41.3343735)
19149,Plymouth County,July 01 2004,24687,POINT (-96.2140431 42.7378346)
19005,Allamakee County,July 01 2007,14421,POINT (-91.3780923 43.2842838)
19031,Cedar County,July 01 2006,18000,POINT (-91.1324125 41.7723207)
19137,Montgomery County,July 01 1992,11980,POINT (-95.1563758 41.03014)
19197,Wright County,July 01 1993,14388,POINT (-93.7351465 42.7331189)
19007,Appanoose County,July 01 2008,12780,POINT (-92.8686104 40.7431635)
19187,Webster County,July 01 2005,38574,POINT (-94.18178810000002 42.4279662)
19177,Van Buren County,July 01 2008,7690,POINT (-91.9499871 40.7532294)
19161,Sac County,July 01 2018,9705,POINT (-95.1053946 42.3862604)
19025,Calhoun County,July 01 2014,9845,POINT (-94.6404136 42.385184800000005)
19117,Lucas County,July 01 2015,8610,POINT (-93.3277207 41.0293738)
19111,Lee County,April 01 1990,38687,POINT (-91.479264 40.6419764)
19027,Carroll County,July 01 1991,21415,POINT (-94.8605593 42.0362382)
19123,Mahaska County,July 01 2002,22309,POINT (-92.6409094 41.3352035)
19185,Wayne County,July 01 1997,6936,POINT (-93.3273639 40.73947020000001)
19003,Adams County,July 01 1999,4493,POINT (-94.6991849 41.02898390000001)
19115,Louisa County,July 01 2018,11153,POINT (-91.2596184 41.2185073)
19161,Sac County,July 01 2014,10048,POINT (-95.1053946 42.3862604)
19055,Delaware County,April 01 2010,17764,POINT (-91.3673502 42.471211)
19001,Adair County,July 01 2012,7468,POINT (-94.4709413 41.3307464)
19089,Howard County,July 01 2012,9548,POINT (-92.3171989 43.3567673)
19021,Buena Vista County,July 01 2006,19604,POINT (-95.15114900000002 42.7354936)
19149,Plymouth County,July 01 1999,24578,POINT (-96.2140431 42.7378346)
19159,Ringgold County,July 01 2019,4894,POINT (-94.2439719 40.7352023)
19119,Lyon County,July 01 2012,11757,POINT (-96.2102924 43.380497)
19141,O'Brien County,July 01 2005,14257,POINT (-95.6248784 43.0837527)
19047,Crawford County,July 01 2005,16591,POINT (-95.3819678 42.0372125)
19093,Ida County,July 01 1994,8321,POINT (-95.5134962 42.3868747)
19085,Harrison County,July 01 2016,14046,POINT (-95.8169209 41.6828528)
19195,Worth County,July 01 1996,7952,POINT (-93.2608476 43.3773984)
19049,Dallas County,July 01 2002,44324,POINT (-94.0397374 41.6848862)
19017,Bremer County,July 01 1994,23157,POINT (-92.31805480000001 42.7745873)
19147,Palo Alto County,July 01 1995,10511,POINT (-94.6781371 43.0820643)
19131,Mitchell County,July 01 1992,10897,POINT (-92.7890315 43.3564124)
19075,Grundy County,July 01 2006,12227,POINT (-92.7914177 42.4018651)
19167,Sioux County,July 01 1994,30965,POINT (-96.1778827 43.0826174)
19045,Clinton County,July 01 2018,46437,POINT (-90.5319724 41.8980358)
19095,Iowa County,July 01 2013,16281,POINT (-92.065524 41.6863229)
19171,Tama County,July 01 2004,17929,POINT (-92.5325425 42.07981170000001)
19095,Iowa County,April 01 2010,16355,POINT (-92.065524 41.6863229)
19079,Hamilton County,July 01 1999,16405,POINT (-93.7068085 42.3837722)
19053,Decatur County,July 01 2011,8249,POINT (-93.7862815 40.7376827)
19181,Warren County,July 01 2001,41010,POINT (-93.5613594 41.3343735)
19017,Bremer County,July 01 2009,23460,POINT (-92.31805480000001 42.7745873)
19145,Page County,April 01 2000,16976,POINT (-95.1501747 40.7391444)
19023,Butler County,July 01 2011,14966,POINT (-92.7901934 42.7315661)
19059,Dickinson County,July 01 2001,16473,POINT (-95.1508301 43.3779848)
19137,Montgomery County,July 01 2003,11188,POINT (-95.1563758 41.03014)
19045,Clinton County,July 01 1993,51405,POINT (-90.5319724 41.8980358)
19191,Winneshiek County,July 01 2001,21236,POINT (-91.8437074 43.2906746)
19021,Buena Vista County,July 01 2018,19826,POINT (-95.15114900000002 42.7354936)
19105,Jones County,April 01 1990,19444,POINT (-91.1314352 42.1212397)
19111,Lee County,July 01 1999,38544,POINT (-91.479264 40.6419764)
19045,Clinton County,July 01 2019,46429,POINT (-90.5319724 41.8980358)
19163,Scott County,July 01 2002,158677,POINT (-90.6232428 41.6370978)
19033,Cerro Gordo County,July 01 1991,46773,POINT (-93.2608184 43.081557700000005)
19187,Webster County,July 01 2014,37069,POINT (-94.18178810000002 42.4279662)
19037,Chickasaw County,July 01 2006,12268,POINT (-92.3176637 43.06004140000001)
19163,Scott County,July 01 2012,168347,POINT (-90.6232428 41.6370978)
19153,Polk County,July 01 2016,474277,POINT (-93.5735335 41.6855048)
19141,O'Brien County,July 01 2008,13898,POINT (-95.6248784 43.0837527)
19151,Pocahontas County,July 01 2014,7097,POINT (-94.67874660000001 42.73413510000001)
19117,Lucas County,July 01 2012,8778,POINT (-93.3277207 41.0293738)
19063,Emmet County,July 01 1993,11722,POINT (-94.6784803 43.37802250000001)
19133,Monona County,July 01 2004,9511,POINT (-95.9599235 42.0516663)
19021,Buena Vista County,July 01 2001,20194,POINT (-95.15114900000002 42.7354936)
19065,Fayette County,July 01 1996,22211,POINT (-91.8443207 42.8625919)
19025,Calhoun County,July 01 2003,10522,POINT (-94.6404136 42.385184800000005)
19019,Buchanan County,July 01 2019,21175,POINT (-91.8378392 42.4707777)
19169,Story County,July 01 1992,74497,POINT (-93.4650448 42.0362415)
19049,Dallas County,July 01 1995,33036,POINT (-94.0397374 41.6848862)
19113,Linn County,July 01 2006,202314,POINT (-91.5989646 42.0789478)
19083,Hardin County,July 01 2004,18002,POINT (-93.2404025 42.3838803)
19185,Wayne County,July 01 2008,6267,POINT (-93.3273639 40.73947020000001)
19187,Webster County,July 01 1994,40137,POINT (-94.18178810000002 42.4279662)
19087,Henry County,July 01 2011,20243,POINT (-91.5445241 40.9879383)
19011,Benton County,July 01 1996,23962,POINT (-92.0656912 42.0801864)
19023,Butler County,July 01 2008,14595,POINT (-92.7901934 42.7315661)
19183,Washington County,July 01 1998,20512,POINT (-91.7178676 41.335591)
19109,Kossuth County,July 01 2019,14813,POINT (-94.2067199 43.20413)
19197,Wright County,July 01 2008,12878,POINT (-93.7351465 42.7331189)
19013,Black Hawk County,July 01 1991,124155,POINT (-92.3088197 42.4700957)
19051,Davis County,July 01 2004,8555,POINT (-92.4097173 40.7476891)
19115,Louisa County,July 01 2001,12172,POINT (-91.2596184 41.2185073)
19093,Ida County,July 01 2007,6980,POINT (-95.5134962 42.3868747)
19029,Cass County,July 01 2013,13572,POINT (-94.9278266 41.3314876)
19139,Muscatine County,July 01 1993,40831,POINT (-91.1127562 41.4839221)
19103,Johnson County,April 01 1990,96119,POINT (-91.5880849 41.6715511)
19035,Cherokee County,July 01 1998,13381,POINT (-95.6238055 42.7356226)
19057,Des Moines County,July 01 2004,40742,POINT (-91.1814707 40.9231829)
19153,Polk County,July 01 2012,444671,POINT (-93.5735335 41.6855048)
19167,Sioux County,July 01 2007,32017,POINT (-96.1778827 43.0826174)
19131,Mitchell County,July 01 2015,10676,POINT (-92.7890315 43.3564124)
19109,Kossuth County,April 01 2010,15543,POINT (-94.2067199 43.20413)
19197,Wright County,April 01 1990,14269,POINT (-93.7351465 42.7331189)
19161,Sac County,July 01 2015,9966,POINT (-95.1053946 42.3862604)
19081,Hancock County,July 01 1996,12148,POINT (-93.7342723 43.0818861)
19009,Audubon County,July 01 1994,7038,POINT (-94.9058222 41.6845893)
19159,Ringgold County,July 01 1991,5416,POINT (-94.2439719 40.7352023)
19035,Cherokee County,July 01 2003,12347,POINT (-95.6238055 42.7356226)
19117,Lucas County,July 01 2013,8697,POINT (-93.3277207 41.0293738)
19097,Jackson County,July 01 1996,20196,POINT (-90.5742294 42.1717426)
19011,Benton County,July 01 2018,25625,POINT (-92.0656912 42.0801864)
19119,Lyon County,July 01 1993,11914,POINT (-96.2102924 43.380497)
19129,Mills County,July 01 1993,13305,POINT (-95.62132670000001 41.0334523)
19187,Webster County,April 01 2010,38013,POINT (-94.18178810000002 42.4279662)
19105,Jones County,July 01 2001,20158,POINT (-91.1314352 42.1212397)
19083,Hardin County,July 01 1991,19099,POINT (-93.2404025 42.3838803)
19075,Grundy County,April 01 2010,12453,POINT (-92.7914177 42.4018651)
19091,Humboldt County,July 01 1995,10492,POINT (-94.2071868 42.7764686)
19049,Dallas County,April 01 1990,29755,POINT (-94.0397374 41.6848862)
19061,Dubuque County,July 01 1992,86988,POINT (-90.8824564 42.468832)
19067,Floyd County,July 01 2015,15910,POINT (-92.78900330000002 43.0599208)
19099,Jasper County,July 01 1991,34829,POINT (-93.053765 41.6860394)
19077,Guthrie County,July 01 1996,11241,POINT (-94.501055 41.6837548)
19187,Webster County,July 01 2019,35904,POINT (-94.18178810000002 42.4279662)
19015,Boone County,July 01 1997,25742,POINT (-93.931671 42.0365493)
19185,Wayne County,July 01 1993,7017,POINT (-93.3273639 40.73947020000001)
